de_de,3.704918861700703
is_is,3.690914826349892
cmn_hans_cn,3.623523196457178
gl_es,3.5615707634482763
mk_mk,3.4920187492511765
sv_se,3.4755164096855347
ca_es,3.396307304956522
es_419,3.363517452753934
ga_ie,3.3406671068541307
uz_uz,3.329487240400951
ne_np,3.311444991416567
ast_es,3.3031733178414973
yo_ng,3.28021908193245
mr_in,3.2783538017528295
oc_fr,3.258893988280557
or_in,3.2562072989731727
en_us,3.255587576902383
it_it,3.2401634735643565
ro_ro,3.2337533389311663
nl_nl,3.1725301713159704
as_in,3.1555332778449503
sn_zw,3.1540758663418598
ka_ge,3.1091125155667334
fa_ir,3.0995225118832637
el_gr,3.0958435660031105
ru_ru,3.0761182802966434
pt_br,3.061973820691014
af_za,3.0612722207364342
ar_eg,3.050047566872624
luo_ke,3.049157679316275
ms_my,3.0408151490288717
fi_fi,3.0264055610244083
lb_lu,3.0107985991486808
fr_fr,3.0096340710898843
ta_in,2.998087610021124
mi_nz,2.994338044690674
vi_vn,2.980005676285905
my_mm,2.9611610892249836
ko_kr,2.947907145730386
sw_ke,2.947711163703583
sk_sk,2.9432411819621866
lo_la,2.9401709458817025
ha_ng,2.93043565317582
kn_in,2.918931691007446
pl_pl,2.9067264548750438
sl_si,2.89997658714172
id_id,2.885841188169833
sr_rs,2.8843774176630435
ny_mw,2.8699519320898292
et_ee,2.8596214713954415
hi_in,2.844085511099056
bg_bg,2.800414772774975
ps_af,2.7547805291285314
hu_hu,2.7522995519967686
ig_ng,2.7411025230292356
be_by,2.732517117591451
kam_ke,2.7316446573353295
uk_ua,2.7290615770604982
jv_id,2.72205897561783
gu_in,2.716772463017488
ur_pk,2.7147046031294453
ja_jp,2.713281264890925
ml_in,2.708296809027276
pa_in,2.7073144163078524
km_kh,2.701820567402985
cs_cz,2.6991934993027393
nb_no,2.6897424995137356
bs_ba,2.6852226080232935
te_in,2.6831426762858386
yue_hant_hk,2.6462953030634346
th_th,2.6452490619907767
kk_kz,2.644030973265625
ff_sn,2.627388578834621
hr_hr,2.5941144038254835
he_il,2.5730688484885875
kea_cv,2.5650606117237564
mt_mt,2.5633617213955096
ceb_ph,2.562695329530819
lg_ug,2.559340953510896
nso_za,2.5419066000502513
wo_sn,2.5402989373014484
cy_gb,2.5292009369915376
ckb_iq,2.518255738421052
umb_ao,2.5176309650594866
zu_za,2.5078604229881036
hy_am,2.462350920583033
tr_tr,2.4604263975771965
ky_kg,2.44727042476934
am_et,2.4345179519570026
lt_lt,2.432724490078311
az_az,2.416001986138837
om_et,2.415053612228101
bn_in,2.3950354819893547
lv_lv,2.392200068658768
ln_cd,2.3558659609850743
so_so,2.349951945042871
sd_in,2.3099695383822247
fil_ph,2.191087874447983
xh_za,2.1272198202712063
da_dk,2.05631824274645
mn_mn,2.000127310351334
tg_tj,1.8356045953307225
